32'h3cbd2e88,32'h40ce5ce0,32'h40d6c928, 32'h40c80baa,32'h40dd1a5e, 32'h40bd8450,32'h40e7a1b8,// invsqrt(0.0231) = 6.5804
32'h3fc9aa94,32'h3f47df83,32'h3f5007fb, 32'h3f41c129,32'h3f562655, 32'h3f378e92,32'h3f6058ec,// invsqrt(1.5755) = 0.7967
32'h403ee6e2,32'h3f1142fa,32'h3f1730d0, 32'h3f0cd09a,32'h3f1ba330, 32'h3f05674e,32'h3f230c7c,// invsqrt(2.9828) = 0.5790
32'h3f7e8854,32'h3f7b9a28,32'h3f82ef92, 32'h3f73e66a,32'h3f86c971, 32'h3f67102f,32'h3f8d348e,// invsqrt(0.9943) = 1.0029
32'h3f57b0e0,32'h3f88a8db,32'h3f8e3ccf, 32'h3f8479e4,32'h3f926bc6, 32'h3f7b01e6,32'h3f9964b7,// invsqrt(0.8425) = 1.0894
32'h405f2383,32'h3f065c0c,32'h3f0bd7f8, 32'h3f023f1c,32'h3f0ff4e8, 32'h3ef6c86a,32'h3f16cfcf,// invsqrt(3.4865) = 0.5356
32'h40a95519,32'h3eda1f6d,32'h3ee30696, 32'h3ed3720e,32'h3ee9b3f4, 32'h3ec8511a,32'h3ef4d4e8,// invsqrt(5.2916) = 0.4347
32'h3dec4028,32'h4038aa3c,32'h404033cc, 32'h40330311,32'h4045daf7, 32'h4029971d,32'h404f46eb,// invsqrt(0.1154) = 2.9443
32'h3fc4bea5,32'h3f4a5b8b,32'h3f529df9, 32'h3f4429b8,32'h3f58cfcc, 32'h3f39d6af,32'h3f6322d5,// invsqrt(1.5371) = 0.8066
32'h3f877d30,32'h3f73d90f,32'h3f7dcd05, 32'h3f6c6216,32'h3f82a1ff, 32'h3f5ff123,32'h3f88da79,// invsqrt(1.0585) = 0.9720
32'h3f980a5c,32'h3f663151,32'h3f6f9698, 32'h3f5f255b,32'h3f76a28d, 32'h3f5366c2,32'h3f813093,// invsqrt(1.1878) = 0.9175
32'h3f1e50c2,32'h3f9f832b,32'h3fa605e9, 32'h3f9aa11d,32'h3faae7f7, 32'h3f927daf,32'h3fb30b65,// invsqrt(0.6184) = 1.2716
32'h3f8263d1,32'h3f7891f8,32'h3f815ba3, 32'h3f70f5fd,32'h3f8529a0, 32'h3f64475c,32'h3f8b80f1,// invsqrt(1.0187) = 0.9908
32'h3f703a5b,32'h3f817e0e,32'h3f86c71e, 32'h3f7b0e83,32'h3f8abdea, 32'h3f6dd7db,32'h3f91593f,// invsqrt(0.9384) = 1.0323
32'h3c92aba2,32'h40ea5e67,32'h40f3ef51, 32'h40e331b7,32'h40fb1c01, 32'h40d73c93,32'h41038893,// invsqrt(0.0179) = 7.4735
32'h3f03d3f1,32'h3faecded,32'h3fb5f075, 32'h3fa97408,32'h3fbb4a5a, 32'h3fa088df,32'h3fc43583,// invsqrt(0.5150) = 1.3935
32'h3fafdbcb,32'h3f560986,32'h3f5ec5fe, 32'h3f4f7c2c,32'h3f655358, 32'h3f449095,32'h3f703eef,// invsqrt(1.3739) = 0.8531
32'h3ffb329f,32'h3f33162d,32'h3f3a6573, 32'h3f2d9ab9,32'h3f3fe0e7, 32'h3f2477a2,32'h3f4903fe,// invsqrt(1.9625) = 0.7138
32'h3e680e41,32'h4003c0b9,32'h40092167, 32'h3fff706b,32'h400d29ea, 32'h3ff1feb6,32'h4013e2c5,// invsqrt(0.2266) = 2.1007
32'h4022275c,32'h3f1d9cf9,32'h3f240bdf, 32'h3f18c9cd,32'h3f28df0b, 32'h3f10bf2e,32'h3f30e9aa,// invsqrt(2.5337) = 0.6282
32'h3f32a3f6,32'h3f962a02,32'h3f9c4b12, 32'h3f919136,32'h3fa0e3de, 32'h3f89e7e3,32'h3fa88d31,// invsqrt(0.6978) = 1.1971
32'h3fd4583e,32'h3f42c85d,32'h3f4abba5, 32'h3f3cd1e7,32'h3f50b21b, 32'h3f32e1ce,32'h3f5aa234,// invsqrt(1.6589) = 0.7764
32'h3fa7dcbc,32'h3f5b136b,32'h3f640489, 32'h3f545e94,32'h3f6ab960, 32'h3f49312e,32'h3f75e6c6,// invsqrt(1.3114) = 0.8732
32'h40616c5a,32'h3f05ad50,32'h3f0b2219, 32'h3f0195b8,32'h3f0f39b0, 32'h3ef58777,32'h3f160bac,// invsqrt(3.5222) = 0.5328
32'h40255e20,32'h3f1c12f5,32'h3f2271c6, 32'h3f174bd9,32'h3f2738e3, 32'h3f0f5555,32'h3f2f2f67,// invsqrt(2.5839) = 0.6221
32'h3fb4b0d6,32'h3f5327e4,32'h3f5bc640, 32'h3f4cb11e,32'h3f623d06, 32'h3f41eb2a,32'h3f6d02fa,// invsqrt(1.4116) = 0.8417
32'h409d451b,32'h3ee25549,32'h3eeb923d, 32'h3edb6793,32'h3ef27ff3, 32'h3ecfdb63,32'h3efe0c23,// invsqrt(4.9147) = 0.4511
32'h3e7f8c6b,32'h3ffb19fd,32'h4002acdf, 32'h3ff36a2c,32'h400684c8, 32'h3fe69a7b,32'h400ceca0,// invsqrt(0.2496) = 2.0018
32'h3f26618f,32'h3f9b9917,32'h3fa1f2ef, 32'h3f96d5b6,32'h3fa6b650, 32'h3f8ee569,32'h3faea69d,// invsqrt(0.6499) = 1.2404
32'h3f934fca,32'h3f69dbad,32'h3f736741, 32'h3f62b2fe,32'h3f7a8ff0, 32'h3f56c485,32'h3f833f35,// invsqrt(1.1509) = 0.9322
32'h3f4d1aaa,32'h3f8c2464,32'h3f91dcbc, 32'h3f87da22,32'h3f9626fe, 32'h3f80b3b5,32'h3f9d4d6b,// invsqrt(0.8012) = 1.1172
32'h408b552e,32'h3ef075fd,32'h3efa468f, 32'h3ee9198f,32'h3f00d17e, 32'h3edcd4d9,32'h3f06f3da,// invsqrt(4.3541) = 0.4792
32'h3ec67056,32'h3fc97df1,32'h3fd1b753, 32'h3fc352e7,32'h3fd7e25d, 32'h3fb90b2b,32'h3fe22a19,// invsqrt(0.3876) = 1.6063
32'h3e78916c,32'h3ffe9a58,32'h40047f58, 32'h3ff6cf17,32'h400864f8, 32'h3fe9d1aa,32'h400ee3af,// invsqrt(0.2427) = 2.0297
32'h3f2f4019,32'h3f979c0b,32'h3f9dcc35, 32'h3f92f7eb,32'h3fa27055, 32'h3f8b3bb6,32'h3faa2c8a,// invsqrt(0.6846) = 1.2086
32'h3fdc0eca,32'h3f3f56b1,32'h3f4725fc, 32'h3f397b38,32'h3f4d0174, 32'h3f2fb81a,32'h3f56c492,// invsqrt(1.7192) = 0.7627
32'h3f853ffd,32'h3f75e35a,32'h3f7feca2, 32'h3f6e5c64,32'h3f83b9cc, 32'h3f61d0cb,32'h3f89ff98,// invsqrt(1.0410) = 0.9801
32'h3eca4260,32'h3fc79474,32'h3fcfb9dc, 32'h3fc17866,32'h3fd5d5ea, 32'h3fb749a4,32'h3fe004ac,// invsqrt(0.3950) = 1.5910
32'h4090c30c,32'h3eebe89e,32'h3ef589a0, 32'h3ee4afdd,32'h3efcc261, 32'h3ed8a69c,32'h3f0465d1,// invsqrt(4.5238) = 0.4702
32'h418c61ad,32'h3e6f8f9a,32'h3e7956c4, 32'h3e683a39,32'h3e805612, 32'h3e5c0144,32'h3e86728d,// invsqrt(17.5477) = 0.2387
32'h3f714236,32'h3f81372b,32'h3f867d56, 32'h3f7a8513,32'h3f8a71f6, 32'h3f6d55a6,32'h3f9109ad,// invsqrt(0.9424) = 1.0301
32'h3e8c430d,32'h3fefa9c0,32'h3ff971fc, 32'h3fe85393,32'h40006415, 32'h3fdc1948,32'h4006813a,// invsqrt(0.2739) = 1.9106
32'h3f8763b9,32'h3f73effc,32'h3f7de4e2, 32'h3f6c7850,32'h3f82ae47, 32'h3f600631,32'h3f88e757,// invsqrt(1.0577) = 0.9723
32'h41aec2c6,32'h3e56b558,32'h3e5f78d4, 32'h3e5022bb,32'h3e660b71, 32'h3e452e61,32'h3e70ffcb,// invsqrt(21.8451) = 0.2140
32'h3fafdf78,32'h3f560749,32'h3f5ec3ab, 32'h3f4f7a01,32'h3f6550f3, 32'h3f448e87,32'h3f703c6d,// invsqrt(1.3740) = 0.8531
32'h41206fac,32'h3e9e7460,32'h3ea4ec10, 32'h3e999a9c,32'h3ea9c5d4, 32'h3e9184ff,32'h3eb1db71,// invsqrt(10.0273) = 0.3158
32'h3eecc75d,32'h3fb8757c,32'h3fbffce4, 32'h3fb2cfee,32'h3fc5a272, 32'h3fa966ab,32'h3fcf0bb5,// invsqrt(0.4625) = 1.4705
32'h3eaaac72,32'h3fd94398,32'h3fe221c8, 32'h3fd29cf4,32'h3fe8c86c, 32'h3fc78738,32'h3ff3de28,// invsqrt(0.3333) = 1.7320
32'h3f5f267e,32'h3f865b26,32'h3f8bd708, 32'h3f823e3c,32'h3f8ff3f2, 32'h3f76c6c3,32'h3f96cecc,// invsqrt(0.8717) = 1.0711
32'h4109b0f5,32'h3eab0ac3,32'h3eb205fa, 32'h3ea5ce5a,32'h3eb74264, 32'h3e9d1456,32'h3ebffc69,// invsqrt(8.6057) = 0.3409
32'h3efceed6,32'h3fb278a5,32'h3fb9c17d, 32'h3fad0203,32'h3fbf381f, 32'h3fa3e6f6,32'h3fc8532c,// invsqrt(0.4940) = 1.4228
32'h3f3fcceb,32'h3f90ebc4,32'h3f96d60a, 32'h3f8c7c0f,32'h3f9b45bf, 32'h3f851736,32'h3fa2aa98,// invsqrt(0.7492) = 1.1553
32'h3f8e0c3c,32'h3f6e26d9,32'h3f77df4b, 32'h3f66dc84,32'h3f7f29a0, 32'h3f5ab5f7,32'h3f85a817,// invsqrt(1.1097) = 0.9493
32'h3dda8906,32'h40400106,32'h4047d745, 32'h403a2057,32'h404db7f5, 32'h40305489,32'h405783c3,// invsqrt(0.1067) = 3.0613
32'h3f875403,32'h3f73fe25,32'h3f7df39f, 32'h3f6c860a,32'h3f82b5dd, 32'h3f601332,32'h3f88ef49,// invsqrt(1.0573) = 0.9725
32'h3e09ecfb,32'h402ae588,32'h4031df3a, 32'h4025aa43,32'h40371a7f, 32'h401cf224,32'h403fd29e,// invsqrt(0.1347) = 2.7248
32'h4088424f,32'h3ef3286d,32'h3efd152d, 32'h3eebb6dc,32'h3f02435f, 32'h3edf4eec,32'h3f087757,// invsqrt(4.2581) = 0.4846
32'h40460336,32'h3f0ea12e,32'h3f147383, 32'h3f0a436d,32'h3f18d143, 32'h3f02fc82,32'h3f20182e,// invsqrt(3.0939) = 0.5685
32'h3f04034b,32'h3faeae91,32'h3fb5cfd1, 32'h3fa955a2,32'h3fbb28c0, 32'h3fa06c12,32'h3fc41250,// invsqrt(0.5157) = 1.3926
32'h3e220ae5,32'h401daad1,32'h40241a47, 32'h4018d738,32'h4028ede0, 32'h4010cbe4,32'h4030f934,// invsqrt(0.1582) = 2.5138
32'h3f5b3752,32'h3f878e6c,32'h3f8d16d8, 32'h3f83681a,32'h3f913d2a, 32'h3f78fb24,32'h3f9827b2,// invsqrt(0.8563) = 1.0806
32'h3f6da2d5,32'h3f823259,32'h3f8782c5, 32'h3f7c6c10,32'h3f8b7f16, 32'h3f6f2301,32'h3f92239d,// invsqrt(0.9283) = 1.0379
32'h4077d405,32'h3efefb90,32'h3f04b1f0, 32'h3ef72d55,32'h3f08990d, 32'h3eea2af2,32'h3f0f1a3f,// invsqrt(3.8723) = 0.5082
32'h3e070919,32'h402cb73d,32'h4033c3f1, 32'h40276db6,32'h40390d78, 32'h401e9dd5,32'h4041dd59,// invsqrt(0.1319) = 2.7538
32'h3ede9fd8,32'h3fbe3b83,32'h3fc5ff3f, 32'h3fb868b6,32'h3fcbd20c, 32'h3faeb40a,32'h3fd586b8,// invsqrt(0.4348) = 1.5165
32'h3f53cd99,32'h3f89e87b,32'h3f8f897b, 32'h3f85afbb,32'h3f93c23b, 32'h3f7d4cf7,32'h3f9acb7a,// invsqrt(0.8274) = 1.0994
32'h408bb7d1,32'h3ef0210d,32'h3ef9ee27, 32'h3ee8c739,32'h3f00a3fe, 32'h3edc86d7,32'h3f06c42e,// invsqrt(4.3662) = 0.4786
32'h3fb43fe3,32'h3f536a02,32'h3f5c0b11, 32'h3f4cf135,32'h3f6283dd, 32'h3f4227e2,32'h3f6d4d30,// invsqrt(1.4082) = 0.8427
32'h408fe57e,32'h3eec9df5,32'h3ef6465d, 32'h3ee55fa7,32'h3efd84ab, 32'h3ed94d25,32'h3f04cb97,// invsqrt(4.4968) = 0.4716
32'h3f8f5b46,32'h3f6d0feb,32'h3f76bcf9, 32'h3f65ce20,32'h3f7dfec4, 32'h3f59b5cd,32'h3f850b8c,// invsqrt(1.1200) = 0.9449
32'h3fe4d700,32'h3f3ba19b,32'h3f434a29, 32'h3f35e330,32'h3f490894, 32'h3f2c507f,32'h3f529b45,// invsqrt(1.7878) = 0.7479
32'h3fd65278,32'h3f41e1cb,32'h3f49cba9, 32'h3f3bf264,32'h3f4fbb10, 32'h3f320e0e,32'h3f599f66,// invsqrt(1.6744) = 0.7728
32'h41352f8f,32'h3e951b09,32'h3e9b3109, 32'h3e908a89,32'h3e9fc189, 32'h3e88ef08,32'h3ea75d0a,// invsqrt(11.3241) = 0.2972
32'h3f9745f6,32'h3f66c68e,32'h3f7031ed, 32'h3f5fb608,32'h3f774274, 32'h3f53efd1,32'h3f818455,// invsqrt(1.1818) = 0.9199
32'h3e0d1fa5,32'h4028f300,32'h402fd858, 32'h4023c6fd,32'h4035045b, 32'h401b284e,32'h403da30a,// invsqrt(0.1378) = 2.6937
32'h3f268bff,32'h3f9b8543,32'h3fa1de4b, 32'h3f96c27d,32'h3fa6a111, 32'h3f8ed333,32'h3fae905b,// invsqrt(0.6506) = 1.2398
32'h401071e5,32'h3f26fedd,32'h3f2dcfcb, 32'h3f21e229,32'h3f32ec7f, 32'h3f195cff,32'h3f3b71a9,// invsqrt(2.2570) = 0.6656
32'h3f3ddf48,32'h3f91a7ad,32'h3f97999f, 32'h3f8d3237,32'h3f9c0f15, 32'h3f85c3c9,32'h3fa37d83,// invsqrt(0.7417) = 1.1612
32'h4114ed57,32'h3ea4769f,32'h3eab2d18, 32'h3e9f6dc3,32'h3eb035f3, 32'h3e9709ac,32'h3eb89a0b,// invsqrt(9.3079) = 0.3278
32'h3fec8dc7,32'h3f388bee,32'h3f401440, 32'h3f32e5af,32'h3f45ba7f, 32'h3f297b48,32'h3f4f24e6,// invsqrt(1.8481) = 0.7356
32'h3fce1c16,32'h3f45b4f7,32'h3f4dc6cc, 32'h3f3fa796,32'h3f53d42c, 32'h3f35914a,32'h3f5dea78,// invsqrt(1.6102) = 0.7881
32'h40759619,32'h3f00126a,32'h3f054ca2, 32'h3ef84d7f,32'h3f09384d, 32'h3eeb3bf1,32'h3f0fc113,// invsqrt(3.8373) = 0.5105
32'h3f85ffda,32'h3f753312,32'h3f7f3528, 32'h3f6db182,32'h3f835b5c, 32'h3f612ee7,32'h3f899caa,// invsqrt(1.0469) = 0.9774
32'h3f956b85,32'h3f6833cf,32'h3f71ae17, 32'h3f61181a,32'h3f78c9cc, 32'h3f553f41,32'h3f825152,// invsqrt(1.1673) = 0.9256
32'h408eab6d,32'h3eeda1d7,32'h3ef754da, 32'h3ee65b94,32'h3efe9b1c, 32'h3eda3bcf,32'h3f055d70,// invsqrt(4.4584) = 0.4736
32'h3f9a1071,32'h3f64acfe,32'h3f6e026c, 32'h3f5dacec,32'h3f75027e, 32'h3f520223,32'h3f8056a4,// invsqrt(1.2036) = 0.9115
32'h3f85eef1,32'h3f75428c,32'h3f7f4544, 32'h3f6dc083,32'h3f8363a7, 32'h3f613d1e,32'h3f89a559,// invsqrt(1.0464) = 0.9776
32'h3f8dc235,32'h3f6e6500,32'h3f781ffa, 32'h3f6718c4,32'h3f7f6c36, 32'h3f5aef0a,32'h3f85caf8,// invsqrt(1.1075) = 0.9502
32'h3fba8716,32'h3f4fd365,32'h3f584ef7, 32'h3f4976b8,32'h3f5eaba4, 32'h3f3edc43,32'h3f694619,// invsqrt(1.4572) = 0.8284
32'h3f908cca,32'h3f6c14e0,32'h3f75b7b0, 32'h3f64dac4,32'h3f7cf1cc, 32'h3f58cf41,32'h3f847ea8,// invsqrt(1.1293) = 0.9410
32'h419d0e1d,32'h3e627ce6,32'h3e6bbb77, 32'h3e5b8df8,32'h3e72aa64, 32'h3e4fffc3,32'h3e7e3899,// invsqrt(19.6319) = 0.2257
32'h40096203,32'h3f2b3be1,32'h3f323919, 32'h3f25fdf7,32'h3f377703, 32'h3f1d4170,32'h3f40338a,// invsqrt(2.1466) = 0.6825
32'h3fe2ea97,32'h3f3c6cc1,32'h3f441d9a, 32'h3f36a81f,32'h3f49e23d, 32'h3f2d0b10,32'h3f537f4c,// invsqrt(1.7728) = 0.7511
32'h3ffe05d3,32'h3f321689,32'h3f395b5f, 32'h3f2ca2e8,32'h3f3ecf00, 32'h3f238cdc,32'h3f47e50c,// invsqrt(1.9846) = 0.7099
32'h3f000775,32'h3fb160f7,32'h3fb89e65, 32'h3fabf2e5,32'h3fbe0c77, 32'h3fa2e61d,32'h3fc7193f,// invsqrt(0.5001) = 1.4141
32'h3ecf8cc9,32'h3fc5050d,32'h3fcd0fb5, 32'h3fbefd0f,32'h3fd317b3, 32'h3fb4efbe,32'h3fdd2504,// invsqrt(0.4054) = 1.5706
32'h3c6014a2,32'h410613af,32'h410b8ca6, 32'h4101f8f5,32'h410fa75f, 32'h40f6437f,32'h41167e95,// invsqrt(0.0137) = 8.5508
32'h3f8d3333,32'h3f6edd9b,32'h3f789d81, 32'h3f678dad,32'h3f7fed6f, 32'h3f5b5dcd,32'h3f860ea8,// invsqrt(1.1031) = 0.9521
32'h3fbaa291,32'h3f4fc418,32'h3f583f09, 32'h3f4967e2,32'h3f5e9b3e, 32'h3f3ece35,32'h3f6934eb,// invsqrt(1.4581) = 0.8281
32'h40ae44cf,32'h3ed702e3,32'h3edfc989, 32'h3ed06de6,32'h3ee65e86, 32'h3ec57597,32'h3ef156d5,// invsqrt(5.4459) = 0.4285
32'h3f81401c,32'h3f79a9da,32'h3f81ed4b, 32'h3f72054f,32'h3f85bf91, 32'h3f654866,32'h3f8c1e05,// invsqrt(1.0098) = 0.9952
32'h3e02eff9,32'h402f65d7,32'h40368e92, 32'h402a074c,32'h403bed1e, 32'h40211463,32'h4044e007,// invsqrt(0.1279) = 2.7965
32'h3e5a78cb,32'h4007c97b,32'h400d5451, 32'h4003a15a,32'h40117c72, 32'h3ff9679e,32'h401869fd,// invsqrt(0.2134) = 2.1650
32'h3ee2cb64,32'h3fbc79b7,32'h3fc42b17, 32'h3fb6b4af,32'h3fc9f01f, 32'h3fad16f6,32'h3fd38dd8,// invsqrt(0.4430) = 1.5025
32'h4148c02a,32'h3e8da751,32'h3e936f73, 32'h3e895137,32'h3e97c58d, 32'h3e82170b,32'h3e9effb9,// invsqrt(12.5469) = 0.2823
32'h40142f64,32'h3f24dfe5,32'h3f2b9aab, 32'h3f1fd3d1,32'h3f30a6bf, 32'h3f176a5a,32'h3f391036,// invsqrt(2.3154) = 0.6572
32'h3f2109da,32'h3f9e2873,32'h3fa49d0a, 32'h3f995102,32'h3fa9747c, 32'h3f913f46,32'h3fb18639,// invsqrt(0.6291) = 1.2608
32'h3d33b9dd,32'h4095b5bc,32'h409bd20d, 32'h40912080,32'h40a0674a, 32'h40897d1b,32'h40a80aaf,// invsqrt(0.0439) = 4.7739
32'h3f4199a7,32'h3f903eec,32'h3f962224, 32'h3f8bd481,32'h3f9a8c8f, 32'h3f84787a,32'h3fa1e896,// invsqrt(0.7563) = 1.1499
32'h40089e4a,32'h3f2bb65d,32'h3f32b895, 32'h3f2674b3,32'h3f37fa3f, 32'h3f1db1ed,32'h3f40bd05,// invsqrt(2.1347) = 0.6844
32'h3f5f0583,32'h3f866515,32'h3f8be15f, 32'h3f8247de,32'h3f8ffe96, 32'h3f76d902,32'h3f96d9f3,// invsqrt(0.8712) = 1.0714
32'h3ed3fa23,32'h3fc2f395,32'h3fcae8a0, 32'h3fbcfbcc,32'h3fd0e068, 32'h3fb3097e,32'h3fdad2b6,// invsqrt(0.4140) = 1.5541
32'h3e9f5a69,32'h3fe0d94f,32'h3fea06bf, 32'h3fd9f73a,32'h3ff0e8d4, 32'h3fce7e6d,32'h3ffc61a1,// invsqrt(0.3112) = 1.7925
32'h3ea25ff4,32'h3fdebf36,32'h3fe7d6b0, 32'h3fd7ed9a,32'h3feea84c, 32'h3fcc9041,32'h3ffa05a5,// invsqrt(0.3171) = 1.7757
32'h3f9d5bf6,32'h3f6244d9,32'h3f6b8120, 32'h3f5b57a3,32'h3f726e55, 32'h3f4fcc49,32'h3f7df9af,// invsqrt(1.2294) = 0.9019
32'h3f471954,32'h3f8e3d6d,32'h3f940bb0, 32'h3f89e2ba,32'h3f986662, 32'h3f82a0e6,32'h3f9fa836,// invsqrt(0.7777) = 1.1339
32'h3f9e25be,32'h3f61b451,32'h3f6aeab3, 32'h3f5acb88,32'h3f71d37c, 32'h3f4f478f,32'h3f7d5775,// invsqrt(1.2355) = 0.8997
32'h4049eec0,32'h3f0d3d08,32'h3f1300d4, 32'h3f08ea2f,32'h3f1753ad, 32'h3f01b570,32'h3f1e886c,// invsqrt(3.1552) = 0.5630
32'h3db94753,32'h4050866e,32'h4059094e, 32'h404a2446,32'h405f6b76, 32'h403f80ae,32'h406a0f0e,// invsqrt(0.0905) = 3.3247
32'h402bcafe,32'h3f1920a8,32'h3f1f60ae, 32'h3f1470a2,32'h3f2410b4, 32'h3f0ca09a,32'h3f2be0bc,// invsqrt(2.6843) = 0.6104
32'h3f68235a,32'h3f83babc,32'h3f891b2c, 32'h3f7f64d0,32'h3f8d2380, 32'h3f71f3b7,32'h3f93dc0c,// invsqrt(0.9068) = 1.0501
32'h3f86d1a4,32'h3f747401,32'h3f7e6e4b, 32'h3f6cf84a,32'h3f82f501, 32'h3f607f6f,32'h3f89316e,// invsqrt(1.0533) = 0.9744
32'h3fe5e0a7,32'h3f3b3511,32'h3f42d931, 32'h3f3579f9,32'h3f489449, 32'h3f2becd1,32'h3f522171,// invsqrt(1.7959) = 0.7462
32'h3f9976c2,32'h3f651f62,32'h3f6e797b, 32'h3f5e1bd0,32'h3f757d0e, 32'h3f526b31,32'h3f8096d7,// invsqrt(1.1989) = 0.9133
32'h3e0bcb6d,32'h4029c01a,32'h4030add2, 32'h40248dd0,32'h4035e01c, 32'h401be4aa,32'h403e8942,// invsqrt(0.1365) = 2.7065
32'h3fa7619e,32'h3f5b63ee,32'h3f645856, 32'h3f54aca0,32'h3f6b0fa4, 32'h3f497b1f,32'h3f764125,// invsqrt(1.3077) = 0.8745
32'h3f39e104,32'h3f933612,32'h3f993848, 32'h3f8eb46b,32'h3f9db9ef, 32'h3f8731a8,32'h3fa53cb2,// invsqrt(0.7261) = 1.1736
32'h3d815092,32'h407999f6,32'h4081e505, 32'h4071f5e6,32'h4085b70d, 32'h406539cd,32'h408c151a,// invsqrt(0.0631) = 3.9796
32'h4004a44b,32'h3f2e446d,32'h3f356157, 32'h3f28eebd,32'h3f3ab707, 32'h3f200a98,32'h3f439b2c,// invsqrt(2.0725) = 0.6946
32'h3d920681,32'h406ae2c6,32'h40747917, 32'h4063b208,32'h407ba9d4, 32'h4057b623,32'h4083d2dc,// invsqrt(0.0713) = 3.7450
32'h3e01dd3a,32'h40301f00,32'h40374f49, 32'h402abac9,32'h403cb37f, 32'h4021be6d,32'h4045afdb,// invsqrt(0.1268) = 2.8081
32'h3f7a41a4,32'h3f7dbe1c,32'h3f840cbc, 32'h3f75f99a,32'h3f87eefd, 32'h3f690769,32'h3f8e6816,// invsqrt(0.9776) = 1.0114
32'h3f427f5c,32'h3f8fe9a4,32'h3f95c962, 32'h3f8b81d6,32'h3f9a3130, 32'h3f842a29,32'h3fa188dd,// invsqrt(0.7598) = 1.1473
32'h3f30b19e,32'h3f96fd30,32'h3f9d26de, 32'h3f925ded,32'h3fa1c621, 32'h3f8aa9d3,32'h3fa97a3b,// invsqrt(0.6902) = 1.2037
32'h3f3bae73,32'h3f9280ab,32'h3f987b79, 32'h3f8e0491,32'h3f9cf793, 32'h3f868b10,32'h3fa47114,// invsqrt(0.7331) = 1.1679
32'h3e9897e7,32'h3fe5c675,32'h3fef275f, 32'h3fdebdc5,32'h3ff6300f, 32'h3fd3049f,32'h4000f49a,// invsqrt(0.2980) = 1.8318
32'h3dab60fe,32'h4058d108,32'h4061aa8a, 32'h40522de5,32'h40684dad, 32'h40471e02,32'h40735d90,// invsqrt(0.0837) = 3.4569
32'h3fc9a50f,32'h3f47e23f,32'h3f500ad4, 32'h3f41c3d0,32'h3f562944, 32'h3f379116,32'h3f605bfe,// invsqrt(1.5753) = 0.7967
32'h3f07e712,32'h3fac29f6,32'h3fb330e6, 32'h3fa6e4c2,32'h3fb8761a, 32'h3f9e1c16,32'h3fc13ec6,// invsqrt(0.5309) = 1.3725
32'h40596e78,32'h3f081c8a,32'h3f0daac4, 32'h3f03f1df,32'h3f11d56f, 32'h3efa002d,32'h3f18c738,// invsqrt(3.3974) = 0.5425
32'h3e8f1c5f,32'h3fed43ff,32'h3ff6f32d, 32'h3fe6009b,32'h3ffe3691, 32'h3fd9e5a1,32'h400528c6,// invsqrt(0.2795) = 1.8915
32'h3fcbe15d,32'h3f46c8ee,32'h3f4ee608, 32'h3f40b31b,32'h3f54fbdb, 32'h3f368ebc,32'h3f5f203b,// invsqrt(1.5928) = 0.7924
32'h3fab6075,32'h3f58d15e,32'h3f61aae5, 32'h3f522e3a,32'h3f684e0a, 32'h3f471e52,32'h3f735df2,// invsqrt(1.3389) = 0.8642
32'h402cd809,32'h3f18a94c,32'h3f1ee474, 32'h3f13fcee,32'h3f2390d2, 32'h3f0c32fd,32'h3f2b5ac3,// invsqrt(2.7007) = 0.6085
32'h3db95aec,32'h40507b68,32'h4058fdd4, 32'h404a1996,32'h405f5fa6, 32'h403f768e,32'h406a02ae,// invsqrt(0.0905) = 3.3240
32'h3ec0d0c5,32'h3fcc68b5,32'h3fd4c093, 32'h3fc626cf,32'h3fdb0279, 32'h3fbbb8fa,32'h3fe5704e,// invsqrt(0.3766) = 1.6295
32'h40ab789c,32'h3ed8c219,32'h3ee19aff, 32'h3ed21f6b,32'h3ee83dad, 32'h3ec7104b,32'h3ef34ccd,// invsqrt(5.3585) = 0.4320
32'h402d9ffa,32'h3f18514d,32'h3f1e88dd, 32'h3f13a7a1,32'h3f233289, 32'h3f0be22c,32'h3f2af7fe,// invsqrt(2.7129) = 0.6071
32'h3f91d888,32'h3f6b07c8,32'h3f749f9c, 32'h3f63d5e9,32'h3f7bd17b, 32'h3f57d820,32'h3f83e7a2,// invsqrt(1.1394) = 0.9368
32'h4023bcd7,32'h3f1cd958,32'h3f234042, 32'h3f180c29,32'h3f280d71, 32'h3f100b85,32'h3f300e15,// invsqrt(2.5584) = 0.6252
32'h402d56be,32'h3f187176,32'h3f1eaa56, 32'h3f13c6ce,32'h3f2354fe, 32'h3f0bffb5,32'h3f2b1c17,// invsqrt(2.7084) = 0.6076
32'h3fe95f05,32'h3f39ccfd,32'h3f41626b, 32'h3f341ceb,32'h3f47127d, 32'h3f2aa222,32'h3f508d46,// invsqrt(1.8232) = 0.7406
32'h3e6ed150,32'h4001dfcb,32'h40072cd8, 32'h3ffbcc00,32'h400b26a2, 32'h3fee8b5f,32'h4011c6f3,// invsqrt(0.2332) = 2.0707
32'h3f5a48eb,32'h3f87d85e,32'h3f8d63d0, 32'h3f83afc9,32'h3f918c65, 32'h3f7982f6,32'h3f987ab3,// invsqrt(0.8527) = 1.0829
32'h3ebce26f,32'h3fce866d,32'h3fd6f467, 32'h3fc833f2,32'h3fdd46e2, 32'h3fbdaa79,32'h3fe7d05b,// invsqrt(0.3689) = 1.6464
